SongNumber,SongID,AlbumID,AlbumName,ArtistID,ArtistName,Duration,KeySignature,KeySignatureConfidence,Tempo,TimeSignature,TimeSignatureConfidence,Title,Year,song_hotttnesss
4771,SOFKDPV12A8C131B03,282395,"bFlyin The Flannel""""",AR9A5TK1187B9AD07F,fIREHOSE,167.3922,9,0.752,90.653,4,0.985,"bTowin The Line""""",1991,0.528957617
4772,SOESPEB12AB018193D,667189,Funeral Dirge for the Rotting Sun,AREY3RN1187B993C5F,Goatwhore,221.20444,10,0.106,107.485,1,0,Sky Inferno,2003,0.592445864
4773,SOWFTOP12A6D4F6E3D,20630,Century Seasons,ARZ185I1187FB5B8C5,Jonn Serrie,435.69587,0,0.245,112.176,4,0.234,Gentle; the Night (from And the Stars Go With You),0,0.712791487
4774,SOGDOEZ12A6D4F9FBF,51445,Christmas Collection,AR58JT11187B9AF4CC,Carpenters,134.60853,10,0.771,80.182,4,0.459,An Old Fashioned Christmas,1992,0.38293509
4775,SOEKQOA12A6D4FAEA3,57714,Scratchy: The Reprise Recordings [Includes Liner Notes],ARXLX5L1187FB47BED,Crazy Horse,212.92363,0,0.206,95.415,4,0,Dirty_ Dirty  (Album Version),0,0.569275651
4776,SOOVNRV12AC468964C,699471,They Are Coming For Me,AR6D5OM1187B993D9E,Rhinoceros,77.11302,10,0.487,124.285,4,0,One More Breath,0,0.503381236
4777,SOWJFHF12AF72A7603,484175,Steps of Faith 1987-1991,ART1R9I1187B9B3324,Margaret Becker,268.87791,0,0.31,162.296,4,0.159,Just Come In,0,0.565451012
4778,SOVYLBG12A6D4FA9E,227244,Bayou Bluegrass,ARDSBRF11F4C83C5DA,Jim Smoak & The Louisiana Honeydrippers,140.64281,9,0.324,125.674,1,0,Old Dan Tucker,0,0.270775999
4779,SOATHRP12A8C13407D,191294,Sister Rosetta Tharpe Vol. 2 1942-1944,AR6TD9K1187B9A207D,Sister Rosetta Tharpe,162.40281,0,0,181.861,1,0,What He Done For Me,2002,0
4780,SOIQNWY12A67AD87D3,69889,Truth & Lies,ARX2DLI1187FB4DD03,The Presets,243.9571,0,0.773,59.496,1,0,Truth And Lies,2006,0.594854168
4781,SOHCDBQ12A8C13D2FF,111868,A Cloud Of Red Dust,AR6MIU31187B994603,Stefon Harris,374.17751,2,0.225,103.719,3,0.591,For You Mom & Dad,0,0.377819206
4782,SOUGLCH12A8C140306,480199,Our Favorite Things,AR9O0LF1187B99D0D1,Aisha Duo,288.60036,1,0.441,86.903,5,0.545,Beneath an Evening Sky,2005,0.417641648
4783,SOOEUXS12AB018AB2F,570866,RAM 15x15 Vol 2,ARZRR0M1187FB3EE0A,Sub Focus,292.98893,0,0.022,173.903,4,0,Juno,2005,0.521659258
4784,SORUPAW12A8C134375,256249,Imitations Of Life,ARY0W1O1187FB5B8C0,H-Town,289.30567,3,0.449,124.152,4,0.847,Sex Dance,0,0.463849078
4785,SOSZMFP12AAF3B5692,323827,Arrival,AR72Q9R1187B98A664,Hatiras,177.13587,2,0.936,93.749,3,0.647,Final Flash,2002,0
4786,SOOFFET12AB0181D0D,415991,Little Brother,ARATR0U1187B9B76D0,Dead To Me,105.42975,8,0.07,93.161,4,0.435,"bWhats Wrong""""",2008,0.561692411
4787,SODOOMJ12AB0185178,568321,Rise Up,ARPTJHV11F4C83EF53,Mighty Diamonds,215.562,2,0,86.205,4,0.929,Searching,0,0
4788,SOFGXTD12A6D4F8861,28786,Preludes_ Airs And Yodels (A Penguin Cafe Primer),ARMR44C1187FB433D2,Penguin Caf\xc3\xa9 Orchestra,72.77669,2,0,33.009,1,0,Harmonic Necklace,1981,0.541551998
4789,SOODIJF12A8C13FDB,473977,Viva Life,ARZU9NI1187B9AEE08,Babylon Disco,153.44281,1,0.044,133.353,5,0.711,Funk You,2005,0.26376759
4790,SOLOWOD12AB0180EB5,627746,Take Me With You,ARKZT1W1187FB54EEA,Marilyn Scott,245.62893,6,0.369,110.226,4,0.79,Take Me With You,1995,0
4791,SOBAUUL12A8AE4817,279598,En Vogue,AR3QRJ91187B98E4C2,Jacques Dutronc,189.36118,4,0.568,112.78,4,0.322,Les Playboys (Version Espagnole),2004,0.215080319
4792,SOCAKIC12AC46881B9,778015,Bandannas_ Tattoos & Tongue Rings,ARBUOMY1187B99F2E,Messy Marv featuring Clover Geez,285.85751,2,0.158,173.919,4,0.136,Still Ballin,0,0.215080319
4793,SOBMNXE12A8C140F8A,309206,Stranger Than Fiction,AR46CAD1187FB4D84,Bad Religion,247.58812,10,0.438,121.524,4,0.468,Infected,1994,0.698494468
4794,SOCNJZO12AC468D1F5,695158,Murskapunkkia,ARKPDBH1242077DEB1,Murskahumppa,92.23791,7,0.361,138.796,4,0.819,Stora kusetus,0,0
4795,SOZPMSM12AB018A95F,653785,Transition,ARUAKAN1187FB48204,Walter Trout,325.14567,0,0.953,89.638,4,0,Running in Place,0,0.38742406
4796,SOHGOUQ12A8C145269,320355,Upojenie,AR1CD5Z1187B98F2C2,Pat Metheny,166.26893,5,0.302,87.559,1,1,Letter from Home,0,0.693001428
4797,SOXOTFT12AB01826A,517567,Leaving Here Walking,ARP5MSK1187B99A54C,Jimmy Burns,264.51546,7,1,120.674,3,0.613,"bRollin And Tumblin""""",0,0
4798,SONPGMN12A8C1403FD,269897,"bGrits Aint Groceries""""",AR7AOEJ1187FB3D279,Little Milton,438.88281,1,0.758,97.521,3,0.388,Walking The Back Streets And Crying,2007,0
4799,SOCWDKB12A58A786A8,153075,Los Primeros Exitos Alacraneros,AR4W5GR1187FB51F7E,Alacranes Musical,191.9473,0,0.78,153.145,4,0,La Segunda De Rosales (Album Version),0,0.241641854
4800,SOUBZKN12A6D4FB691,238427,The Best Of Clifton Chenier,ARDL6T21187FB36FDD,Clifton Chenier,204.32934,0,0.185,109.681,3,0.63,"bIts Hard""""",0,0.400443466
4801,SOTFCLG12AAA8C8768,616122,Nothing But the Blues,ARKJVHY11E2835E76,Brownie McGhee,176.37832,9,0.592,94.624,1,0,Tell Me Baby,0,0
4802,SORJGIG12A8AE46AB,138173,Live At The Greek,ARGVJPK1187B9909EA,Josh Groban,286.27546,8,0.257,142.98,4,0.383,Mi Morena (Revised Live Version),2004,0.694372457
4803,SORCBQY12AB0179F6A,619764,In The Sign of the Raven,AR8TLVX1187B9B2D7D,Mithotyn,58.30485,7,0.74,179.832,1,0,Let Thy Ale Swing,1998,0.401486711
4804,SOXVMRU12AB018A7DA,582309,Foretaste,ARM9QAE1187B9AF687,Shaman,456.82893,10,0.324,131.995,4,0.334,The Muddy Morning Hymn,0,0
4805,SOGEAPM12A8C137932,157323,Truly...Sandy,AR0QS8F1187B9ADC96,Sandy Lam,178.54649,10,0.808,122.886,4,1,Zhan Zai Di Yi Pai,0,0
4806,SOXJXPH12A58A7E199,257639,Rescatame,ARYXOV81187B99831D,Seventh Day Slumber,257.14893,4,0.67,141.987,4,0.284,Sabados,0,0.237407827
4807,SOSKOIH12A6D4F8956,50781,Come Here,AR8360R1187FB47C18,Cass Fox,208.1171,4,0.239,128.865,4,0.377,Touch Me,0,0.518340538
4808,SOIKYQE12A81356CFD,178620,Desert Poems,ARN3O411187FB4D859,Stephan Micus,504.94649,2,0.924,92.203,4,0.139,"bMikhails Dream""""",2001,0.377531645
4809,SOKCJCW12A8C141987,224632,"bMartn\xc3\xa1lia em Berlim ao vivo""""",ARIYZFT1187FB5393E,"bMartn\xc3\xa1lia""""",224.36526,7,0.484,60.092,1,0,Nas \xc3\xa1guas de Amaralina,2006,0.517148973
4810,SOQTFNI12A8C140C91,308432,The Silver Lining,ARQXR6R1187FB46FD6,Soul Asylum,235.20608,7,0.479,151.941,4,0.863,Slowly Rising,2006,0.372530039
4811,SOCYXEO12AB01821FA,423728,Kino,ARIXB7T1187B9AB215,Intars Busulis,229.11955,0,0.601,160.275,4,1,?o???? DJ,0,0
4812,SOHRTOF12A6D4F989E,75103,The Rising,ARNMUMC1187B9A7A38,Tigerstyle,164.93669,7,0.466,131.999,5,0.313,Bonus Track,0,0
4813,SOMCIAU12AAF3B5665,323769,Best Of Jazz,ARZKUQI11F4C8467A5,Oscar Peterson Trio,152.13669,0,0,172.514,4,0.719,Night And Day,0,0.494489518
4814,SOJPYPL12A58A7A601,220052,Electric Blue Watermelon,ARGLOWN1187B99C06D,North Mississippi Allstars,219.0624,9,0.171,114.116,4,0.761,"bTeasin Brown""""",2005,0.372530039
4815,SOSHGJM12AB0184FFC,662590,Armaghetto,ARQN3MO1187B98A811,Channel Live,238.81098,7,0.194,187.835,4,0.149,Turn It Up,0,0.239629098
4816,SOZDRYB12AB0188108,813587,Sensor,ARZ4F9B1187FB3C979,Steve Porter,509.33506,11,0,139.044,4,0.547,Mindless,2000,0
4817,SOZOBFV12AB0181413,536763,North Coast,ARI648V1187B9B5379,Michael Stanley Band,164.07465,0,0.133,142.706,3,0.723,"bYoure My Love""""",1981,0.259964405
4818,SOWYEGG12A8C132972,287318,Essential Igor Stravinsky,ARKCTSM11F4C83C839,Igor Stravinsky,247.7971,4,0.7,69.742,1,0.538,Tango,0,0.566226761
4819,SOMXJIW12A8C130351,281979,Hideaway,ARHZCG01187B99E4DE,Stanley Clarke;Herbie Hancock,307.59138,9,0.623,128.278,1,0,Old Friends,0,0.270775999
4820,SONERDT12AB017EE72,786902,The Things We Left Behind,ARD842G1187B997376,Blue Rodeo,199.05261,7,0.722,148.601,4,0.207,Never Look Back,2009,0.427446571
4821,SOUIULB12A6D4F9B17,63879,Buongiorno Tristezza,ARH0NCL1187B99B41A,Quadro Nuevo,232.9073,5,0.301,144.047,1,0.17,La Muneca de Alcazar,2002,0.304169503
4822,SODPNRD12AB017FB2F,533289,House of Rats,ARNMBZY122BCFCCEB8,Modern Day Escape,187.0624,6,0.139,140.029,4,0,"bLets Get Sweaty""""",0,0.493945868
4823,SOXAMTJ12A58A7CD18,25936,Ponce,ARB5S4L1187FB4AD20,Carlos Ponce,240.3522,7,0.773,89.981,4,0.089,Quiero,2002,0
4824,SOOKARV12A58A79B73,420785,High Kicks,ARQZTGO11E8F5C0768,The Stolen Minks,233.45587,2,0.467,112.152,4,0.816,Your Broken Heart,0,0
4825,SOUGLNY12A8C135E6D,152442,Vision Of The Valley,ARLQ5EV1187FB4491D,Don Francisco,185.44281,2,0.555,142.23,1,0,Righteous Disgrace,0,0
4826,SONEXQJ12AAF3B2A3D,433281,Knowing,AR9YV621187B99373E,Marco Beltrami,115.04281,7,0.789,113.863,4,1,Not A Kid Anymore,2009,0.334706549
4827,SODYKGH12A6D4FD729,226851,Hold Me To It,ARBZAIL1187FB5B1C8,Bob Margolin,227.00363,11,0.602,102.516,4,0.768,Ice Or Fire,0,0.494489518
4828,SOVAHZK12A6310F23C,1036,Fake Plastic Trees,ARH6W4X1187B99274F,Radiohead,281.12934,2,0.488,99.68,3,0.693,Fake Plastic Trees (Acoustic Version),2009,0.607474548
4829,SOQLAEP12A8C1372F1,287708,La Historia,AR2FSX31187B98E3EF,Ricky Martin,336.19546,3,0.764,141.71,4,0,Fuego De Noche_ Nieve De D\xc3\xada,2001,0.551921515
4830,SOPRMDL12A8C13CAF6,105985,Icky Thump,AR8V1WA1187B9AD9E9,The White Stripes,259.5522,2,0.018,85.159,4,0,A Martyr For My Love For You,2007,0.845088385
4831,SOFECIK12A6701DA51,8506,The Great Depression,ARTE9CG1187B99B1AF,DMX,306.05016,1,0.141,92.4,4,0.628,"bIma Bang""""",2001,0.514753324
4832,SOFYQSO12AB018A0DA,559011,Bl_ck B_st_rds,AR6G29T1187B9A99F9,KMD,147.22567,4,0.455,103.967,4,0.982,Get-U-Now,2001,0.721142987
4833,SOCWJDB12A58A776AF,786795,Big Tunes - Back 2 The 80s,ARWPYQI1187FB4D55A,Rick Astley,211.69587,1,0.324,113.359,4,0.634,Never Gonna Give You Up,1987,0.864248831
4834,SOFHWUZ12A8AE48B9D,185797,Strictly The Best 28,ARX5XTP1187FB3D8CC,Freddie McGregor,229.95546,9,0.761,158.113,4,0.484,YOUR LOVE,0,0.212045405
4835,SOYXWRU12AB01801AC,453232,Come Fill Up Your Glasses,ARIT9Y51187FB364AE,The Irish Rovers,182.04689,4,0.734,115.404,4,0,Little Brigid Flynn,0,0.365823597
4836,SOUZPOP12AB018DB4E,681318,Revolver,ARBEOHF1187B9B044D,Madonna,398.15791,7,0.06,129.974,4,0.994,Celebration [Felguk Love Remix],0,0.49813159
4837,SOLDPYY12AAF3B4633,602067,A Handful Of Songs,ARIOSKN1257509BCE1,Cama,221.17832,7,0.659,106.519,3,1,Fade Away,2009,0
4838,SOEFDUR12A8C14337A,757774,The Company We Keep,AR7KA5V1187FB44E6,The Del McCoury Band,234.16118,0,0.839,127.257,1,0.241,"bShe Cant Burn Me Now""""",0,0.579938252
4839,SOFZXJY12AC46876EA,790722,Alma De Buxo,ARGTUWC1187B9904A0,Susana Seivane,180.13995,0,0.606,76.74,4,0.582,Xoanina,0,0
4840,SOKERLR12AB0186B69,554317,The 70th anniversary album,ARRVUWA1187B9A0FE2,Orquesta Aragon,253.04771,5,0.507,105.461,4,0.003,Fefita,0,0
4841,SOLORFT12AB0189D11,713125,Texas To Tennessee,ARAKX8D1187B98CCE2,Bob Cheevers,240.22159,9,0.816,112.958,4,0.024,"bMemphis Til Monday""""",0,0.207761677
4842,SOUSOTU12A8C13A8E4,109079,Bushido Karaoke,ARS7E2E1187FB361BC,Mayday,144.40444,4,0.437,148.661,1,0,Dave D. Blues (how To Make It Sting Like A Career) (Album Version),2005,0.345802234
4843,SOBWOOT12AB0183896,560292,Appointment With Death,AR8FMEN1187FB4A657,Lizzy Borden,379.11465,5,0.102,115.115,4,0.432,The Darker Side,2007,0.375984302
4844,SOMRQXT12AB017F9E9,633250,Victor Vito,ARC1CJB1187B99FCA4,Laurie Berkner,58.40934,10,0.38,141.117,4,1,Zodiac,0,0.405115722
4845,SOSAMRR12AB018203,602675,At The Jazz Base,ARVAE1F1187B994957,Gerald Veasley,371.25179,8,0,112.213,4,0.758,On The Fast Track,0,0.253834736
4846,SOQSNYP12A8AE47348,2005,Three Cheers For Sweet Revenge,ARKR75V1187FB3D4D5,My Chemical Romance,173.73995,7,0.614,93,1,0,You Know What They Do To Guys Like Us In Prison (Album Version),2004,0.327736683
4847,SOSZNCW12A8C13F031,223706,"bHoliDe""""",ARXKRVF11E2835D266,"bMr. De""""",240.09098,9,0.053,130.019,4,0.181,"bMr. Des Theme""""",0,0
4848,SORCKJU12A67021859,10598,Fly Or Die,ARHAEXZ1187FB54F3C,N.E.R.D.,221.54404,6,0.725,61.303,1,1,"bDont Worry About It (Edited)""""",2004,0.27893839
4849,SORPACP12AB017DFD,633575,We Are One,AR71WYS1187FB5170D,Kelly Sweet,256.93995,10,0.735,130.106,4,0.475,Ready For Love,2007,0.541651443
4850,SOWBFRD12AB017EA35,551402,"bFire and Ice II - The Lost Tapes""""",ARLLRL61187B9B6698,The Sonics,171.15383,9,0.561,163.371,3,0.719,Love Lights,1967,0.425124658
4851,SODDHDA12AB018CF6D,816896,Live & Filthy,ARD3LXU1187B9ABFC5,Sex Pistols,126.06649,8,0.663,130.429,1,0.833,"bIm A Lazy Sod (Live)""""",1998,0.304169503
4852,SOPUAKC12A58A78E8F,581920,"bA Bands Gotta Do What A Bands Gotta Do""""",ARVAE6W1187FB3CAF3,The Refreshments,168.4371,2,0.021,147.02,4,0.236,"bRocknRoll Heaven""""",0,0.237770878
4853,SOXLBTX12A8C13CDF9,163245,Dominator,ARTSGR41187B9912C6,W.A.S.P.,193.74975,8,0.006,161.032,7,0.933,"bHeavens Hung In Black (Reprise)""""",2007,0.561164085
4854,SOZTGIY12A8AE47722,138736,Puerto escondido,ARYC2P31187B9B9AB7,Seguridad Social,378.04363,0,1,140.043,3,1,Soc Mediterrani,2005,0.239629098
4855,SOBVBID12A8AE474E3,233366,Endless Pain,ARSCJQW1187B9B3523,Hoods,63.58159,1,0.579,103.931,3,0.615,Suffer,0,0.253834736
4856,SOHOHZQ12A8C134AA,197970,"bCollectors Edition""""",ARNG61X1187B98C7DF,5 Blind Boys Of Alabama,173.71383,4,0.793,110.879,4,0.491,"bIf You Dont Pray For Me""""",1996,0
4857,SOCFGRK12A8C137C8C,296868,The Opening Of Doors,ARIFK6X1187B9ADA44,Will Ackerman,194.19383,4,0.754,91.6,1,0,A Movie Of A Placid Lake On A Moonless Night In September - Reprise,1992,0.334706549
4858,SOZKYCJ12A6D4F480A,26867,No Quarter,ARNPPTH1187B9AD429,Jimmy Page / Robert Plant,348.08118,7,0.818,152.313,4,0,Thank You,0,0.474054831
4859,SOJJTCO12A58A7932A,257227,Zydeco Soul,ARNVYGT1264D12B047,Roy Carrier,220.1073,9,0.513,104.624,4,0.419,"bMy Baby Dont Wear No Shoes""""",0,0.212045405
4860,SOVKCHA12A58A7D703,204047,Segundo,AR7DFJP1187B992F13,Juana Molina,159.65995,11,0.113,87.461,4,1,Quiero,2003,0.643470577
4861,SONIYKB12A8C13C92A,217876,Tuulten viem\xc3\xa4\xc3\xa4 1994 Juhlapainos,AR22KLC1187B98E812,Kaija Koo,240.45669,6,0.321,115.979,4,0.336,Tule l\xc3\xa4hemm\xc3\xa4s Beibi,1993,0.548412286
4862,SOEMAZF12A8C131697,284122,The Ultra Zone,AROY6XW1187B991121,Steve Vai,364.53832,4,0.563,112.149,4,0.855,Fever Dream,1999,0.589438878
4863,SOJWIRI12AB01841A7,754227,Halleluja,ARJ1OYE1187B9ACC2D,Ebba Forsberg,348.99546,5,0.583,85.356,5,1,Halleluja,0,0.405115722
4864,SOPEWUF12AC468E520,793205,"bZacks Bon Ton""""",ARYZX981187B9A995,Zachary Richard,193.82812,8,0.574,137.45,1,0,See You Later Alligator,0,0
4865,SOVFUXP12AB018F6F0,770918,Live on Lansdowne_ Boston MA,ARD2NDU1187B99B615,Dropkick Murphys,292.25751,7,0,199.497,4,0.104,Johnny_ I Hardly Knew Ya,0,0.788162181
4866,SOGKODD12A6D4FB0E5,62991,Tarefero de mis pagos,ARSWXNX1187FB3D04E,Chango Spasiuk,351.29424,7,0.684,159.825,4,0,Chamam\xc3\xa9 crudo,0,0.249065795
4867,SOPKLAS12AB018EEB,723108,Running With Scissors,ARVEZFH1187B9A6F9C,Dominic,230.71302,9,0.56,87.636,3,0.512,Simple Plan,0,0.427446571
4868,SOKSCMS12A8C1318CC,269290,A new millenium of du,ARA0JEL1187B998FA3,Dub Wiser,468.06159,1,0.157,130.019,4,1,Atom x,0,0.47431589
4869,SOCCVNR12A81C230BC,275801,In Session: A Film Music Celebration,ARFAKQ01187B990163,Georges Delerue,417.12281,4,0.396,76.965,3,0.688,Platoon - Theme,0,0
4870,SOKKLMZ12AB018A141,468717,Soul of a Man,ARSPQ0H1187B999944,Eric Burdon,288.70485,9,0.398,97.233,4,0,Feeling Blue,2006,0.345802234
4871,SOMBFHE12A8C13A99,204453,From the Corner To the Block,ARRNO111187B9B3FC9,Galactic,238.96771,11,0.673,104.195,4,1,Think Back,2007,0.513219142
4872,SOMRISS12A6D4FE3D0,176774,King Of Western Swing_ Vol. 3,ARVX3V41187FB59E0F,Spade Cooley,167.33995,2,0.247,115.386,3,0.491,It\x19s Dark Outside,0,0
4873,SOBPRPP12A8C13D3EE,305855,Witness Protection,ARXP7MQ1187FB3AC5F,Dave Hollister,363.38893,2,0.385,89.465,4,0.602,I Know I Can,2008,0
4874,SOSMONK12A8C139059,262815,Classic Masters,ARWQ3M31187FB4CF01,ARRESTED DEVELOPMENT,270.36689,1,0.882,116.032,4,1,Natural (2002 Digital Remaster),2002,0.212045405
4875,SOGUUJV12A8C137B8D,204991,So Alive,AR7074B1187FB4C39,Ann Lee,218.72281,4,0.738,140.097,4,0.705,Hold the key,0,0.265861049
4876,SOKQYMF12AB0180F2A,621397,Animals or Human,AR19JS91187B98CB66,Captain Hollywood Project,235.62404,0,0.406,159.083,4,0.265,Find Another Way,1995,0.525497119
4877,SOMICNN12A6D4FB16E,226559,Sanddollars EP,AR0B3RS1187FB48F5D,Why?,190.14485,9,0.589,116.036,1,0,Sanddollars,0,0.658241437
4878,SOUAFIJ12A58A7CC67,270470,The Singles,AR1USMR1187B9B6CD1,Tullycraft,206.13179,5,0.562,144.438,4,0.363,Loveless,1999,0.355285536
4879,SOUDAKO12A6D4F6A89,29535,Snap,ARJG2ID1187B9A767E,The Jam,135.83628,0,0.799,139.826,4,0.921,Start!,1980,0.413739836
4880,SOKSBBB12A6D4F653A,26453,Certified Hits,AR7SF1N1187B9A91D1,John Berry,185.7824,11,0.698,101.04,4,1,Ninety Miles An Hour,0,0.265861049
4881,SOVAASF12A8C13941E,104584,The Papercut Chronicles,ARGMGHN1187B9B4213,Gym Class Heroes,186.46159,2,0.309,160.938,1,0,"bSimple Livin (Album Version)""""",2005,0.241655252
4882,SOZTOAE12A8C142E86,427581,Imperialism,ARJ0NBU1187B9AA8FA,Vulgar Pigeons,125.98812,5,0.35,132.136,4,0,O.R.P.,2004,0
4883,SODJFJT12A6D4F67E,23997,Axe Victim,ARJTX7M1187FB4CED3,Be Bop Deluxe,312.58077,4,0.293,127.803,4,0,Piece Of Mine,1977,0.405115722
4884,SOFCXZJ12AB0185D3E,715719,5150 Rule,ARXGWNG1187FB503A5,Ini Kamoze,229.66812,2,0.946,119.27,5,1,Gangsta Roll,2009,0.212045405
4885,SOFBRTD12A81C20A3C,274211,Bust Out,ARPTJHV11F4C83EF53,Mighty Diamonds,219.58485,0,0.022,90.274,4,0.567,Africans,0,0
4886,SOURQEX12AB0188474,513397,Heart Like A Gun,ARON0YP1187FB4B465,Fiona,254.17098,1,0.679,108.738,4,0.264,"bEverything You Do [Youre Sexing Me] [Duet with Kip Winger] (Album Version)""""",1989,0.313836847
4887,SOTEHKT12A6D4F87BC,34757,Les Ann\xc3\xa9es Chansons,ARJIE2Y1187B994AB7,Line Renaud,159.76444,4,0.379,127.956,1,0,Cent Mille Guitares,1994,0
4888,SOGGMZY12A6701FE43,15373,The Crazy World Of Arthur Brown,ARIT8YH1187FB43F30,Arthur Brown,422.16444,5,0.523,114.754,4,0.782,Child Of My Kingdom,1968,0.636287224
4889,SOQDIQK12A8C13CB23,296703,Tears Of Stone,AR0LPDJ1187B9919F1,Derek Bell,268.32934,7,0.148,89.158,4,0.704,Sake In The Jar,0,0.334706549
4890,SOVBPAE12AB01862BF,762480,Owsley,ARPGYM11187FB4B1E1,Owsley,179.64363,4,0.069,83.689,1,1,The Homecoming Song (Album Version),1999,0.20371197
4891,SOHLVJA12A8C131840,282281,Henry Lee Summer,AR7EL201187B9B85D9,Henry Lee Summer,266.4224,9,0.474,127.68,4,0.163,I Wish I Had A Girl,1988,0.480610618
4892,SOQVOUZ12AC468B719,689033,Lonely Teardrops,ARHRKTK1187B99E1D5,Jackie Wilson,141.81832,0,0.739,106.328,3,0.395,Each Time (I Love You More),1959,0.265861049
4893,SOHGLOP12AB017DC66,386501,Silverlined,ARIRBO11187FB4B219,Donna The Buffalo,196.75383,4,0,86.012,4,0.658,Broken Record,0,0.304169503
4894,SOTWQOG12A6D4F9421,28512,Songs Of A Circling Spirit,ARY1VGA1187FB5A39E,Tom Cochrane,220.81261,2,0.938,119.331,3,0.591,Paper Tigers (acoustic version),1997,0
4895,SOFVHDU12A67ADE7AA,734682,Sleepy Buildings - A Semi Acoustic Evening,ARKAL321187B9AD4BE,The Gathering,215.71873,0,0.719,105.937,4,0.501,Locked Away,0,0
4896,SOAXGWR12A8C1386B6,245079,Baqontraq,ARRO4O51187B993066,Legion Of Green Men,339.90485,11,0.451,111.071,4,1,Tuggathanug,0,0
4897,SOXNMHZ12AC9097DE9,602964,Um Rio,AREMPZG1187B99D246,M\xc3\xa1rcio Faraco,236.35546,4,0.637,125.989,3,0.656,Kano\xc3\xaa,0,0
4898,SOPGWTM12A58A79E9C,128997,Trouble In Mind,AR93RTI1187B98ECF,Mance Lipscom,166.47791,5,0.342,82.529,1,0,Shine On Harvest Moon (Previously Unreleased),0,0.249065795
4899,SOQPCKN12AB018AAEA,664804,Celtic Dreams,ARRGDPV122BCFCB7F2,Bowen_ Robin Huw,244.29669,7,1,92.656,1,0,All Through The Night (Album),0,0
4900,SOVUWVD12AB0185694,349261,"bThe Impressions The Gift Of Love""""",ARCT5P61187FB3D950,The Impressions,124.96934,6,0.382,133.211,4,0.779,At The County Fair - Original,0,0.215080319
4901,SOFTXIE12AB017AEB1,600124,Cosmic Egg,ARDF8K01187FB37200,Wolfmother,288.33914,9,0.666,136.383,4,0.017,Cosmonaut,2009,0.660928328
4902,SOVPMPW12A8C139FD0,211739,Big Joe Is Here,ARWIMT21187B9B5AEC,Joe Turner,151.40526,9,0.666,141.749,4,0.988,Midnight Cannonball (LP Version),0,0.340922756
4903,SOBNNRV12AB0186ED3,768052,Drones & Tones,ARNBXZH122988F2C16,Ambient Music Therapy,167.3922,4,0,192.242,3,1,Voice of Angels Drone for Spiritual Well Being,0,0.340922756
4904,SOJLHAD12A67ADF6A9,528723,LIVE IN GLASGOW,ARSMRIN1187B9AB35A,Paul Rogers,265.01179,2,0.599,134.551,4,0,The Hunter,1993,0.327736683
4905,SOQEDJW12A6D4FB3F3,46458,Have You Forgotten?,AR5OB9M1187FB52F29,Darryl Worley,239.56853,11,1,79.534,4,0.325,Those Less Fortunate Than I,2000,0.589770424
4906,SOFDDSM12AB0182DCA,484884,Back In The Game,ARDCKVJ1187FB54D1F,Syl Johnson,238.86322,7,0.914,122.789,3,1,Driving Wheel,0,0.427446571
4907,SOKHAHZ12A8C138045,297586,Unforgettable: With Love,ARBM4TC1187FB5CE98,Natalie Cole,154.61832,8,0.31,118.222,4,1,"bDont Get Around Much Anymore""""",1991,0.585579082
4908,SOIITEQ12AB01807A2,405763,Chica Vaiv\xc3\xa9n,AR5OHUU1187FB55B10,Peret,286.17098,5,0.112,158.79,4,0.261,Mi Raza,0,0
4909,SOFTJHT12AB0180955,567667,The Very Best of Congolese Rumba : The Kinshasa-Abidjan Sessions (le meilleur de la rumba congolais,ARE8MZ81187B9AB2A3,Wendo Kolosoy,305.94567,7,0.789,88.471,7,1,Soki Olingi Ngai,0,0.304169503
4910,SOOHUOU12A8C1399A5,104645,The Gangs All Here,ARD2NDU1187B99B615,Dropkick Murphys,131.81342,6,0.193,137.33,4,0,The Only Road (Album Version),0,0.589946219
4911,SOXSYXR12AB017D599,496974,The Four Trees,ARZDQ3N1187FB5978,Caspian,125.07383,7,0.228,131.648,1,0,The Dropsonde,2007,0.690815803
4912,SOPUGFD12A6D4FB501,64169,Flight Of The Phoenix,AR9YV621187B99373E,Marco Beltrami,201.61261,7,0.058,148.555,5,1,Nomads Alive,2004,0
4913,SOLXKCY12A81C20EFC,275719,The Secret Garden,ARLE1JH1187B9B630,Zbigniew Preisner,50.99057,2,0,125.15,4,0,Colin Tries Standing,1993,0.450992312
4914,SOOHXQA12AC468C52D,695849,Rarities Volume 7,ARAOADX1187B98AED3,Dwight Twilley,145.34485,1,1,132.513,1,0.387,Tulsa Girl,0,0
4915,SOUPLIR12A81C206C4,179583,Wall Of People,AR8ZHWS1187B98CED1,Monty Are I,279.24853,11,0.285,170.038,3,0.693,O Brother,2006,0.569275651
4916,SOBJQJR12AB0187CB3,506193,Peaceful Heart,ARJMW6Z1187B989C3C,Asha Puthli,351.65995,6,0.175,121.95,4,0.656,Asha,0,0.212045405
4917,SOJCPRJ12A8C13AFF0,160585,Puro Cabas,ARZ3U0K1187B999BF4,Cabas,254.40608,10,0.431,99.968,4,1,Likua,0,0.299877488
4918,SOEZDAP12AB0184409,512814,Ooh La La,ARWDEEB11E2835E73C,Faces,187.42812,2,0,119.028,4,0,My Fault (LP Version),1973,0.490808488
