Lyrics,wordCount,charCount,avgWordSize,stopwords,numerics,upperCase,lowerCase,song_hotttnesss
"Do I annoy you with my optimism? Am I an insult to your realism? I got hope and just a little bit of passion  And I know both those things have gone right out of fashion So call me a rebel, you can call me a fool I won't give up the fight, I just refuse  And I will dare to dream I will dare to believe in something, baby And I will dare to be happy And I will dare to be happy  Does it offend you that I've made that decision? Does it betray your sense of fatalism? ",104,467,3.64,43,0,10,80,0
I feel the world fall from the inside It's coming down My beating pulse crawls to a strange height Please calm it down  I need a strong pull from your little lies Or I'm going down 'Cause I built it all up from the inside And you burned it down  'Cause when you took your love away You let go  I feel the world fall from the inside It's coming down ,75,349,3.873239437,27,0,4,57,0
"Toteemi ja kissa lähtivät laivaan, jäniksen pyysivät mukaan ja saivat Terveppätuloa, lausui vaksi, hytissänne vuoteita on vain kaksi Saanko minä huoneen? Ei ei ei ei Paluulipun Suomeen? Hei hei hei hei  Kuinka täällä kulkiessa, koko ajan näkyy vessa ",40,250,5.552631579,1,0,0,30,0
Well two bees in a bucket Mother motherfuck it You either flavor flav it Or you chuck chuck chuck it Kiss my ass or suck a d.i.c.- K. stands for kill so don't fuck with me I fucked that lady in the bed I missed that pussy and I bust a spread I tried it again in a thumping wagon The bottom fell out and her ass started dragging Tried it again and I failed to grasp I missed that pussy and I bust my ass Then I fucked this lady in the tree ,95,439,3.670212766,37,0,9,77,0.260338243
,1,,3,0,0,0,1,0.372530039
Fireworks and sparks when the fever starts in your eyes tonight Explosions of heat and electricity in the firefight I'm not bound to anything you've said to me I can't ignore the way you adore my mystery  And I'm runnin' runnin' runnin' home just to see you alone And I'm falling deeper into love faster than you know  Believe it when I say  Say it say it over again Everything's better off this way And when you think everything's lost You got me  Tonight I just want you to see I know I've never felt this way ,102,512,4.237113402,38,0,4,79,0.334898744
"Lift, McCahir Og, your face Still brooding over the old disgrace? That Black Fitzwilliam stormed your place Drove you to the Fern  Gray said victory was sure And soon the Firebrand he'd secure Until he met at Glenmalure With Fiach MacHugh O'Byrne  Curse and swear, Lord Kildare Fiach will do, what Fiach will dare Now Fitzwilliam have a care Fallen is your star low  Up with halberd, out with sword On we'll go for by the lord Fiach MacHugh has given the word Follow me up to Carlow  ",93,484,4.454545455,30,0,0,56,0.266955186
You've got a big red tongue 'Coz you've been talking too long I wouldn't get it back if I lended you an ear Syllables and sounds is all I hear So please read my hips and get a hold on your lips Can't ask you to stop it ain't no use It's a verbal mess when your tongue is loose 'Coz R mouth is racing while your mind is standing still Yeah! All that wild talk It's making me ill... Wild talk Told you that I had enough But you just babble along the same lines ,97,459,3.78125,38,0,5,78,0.473346541
"And heavens cried blood as I swallowed the poison from her lips again And heavens cried blood I felt no regrets for her death  No need for sympathies, what she got is what she deserved She blackened the world, she blackened the sun  These drops of blood won't wash away your sins I buried you deep to forget the pain But every night I see you through sleep ",71,357,4.220588235,25,0,4,58,0.375984302
"When days are gray that's the murmur of the day When days are blue that's a part of it too When days are cold then your love calls It's all in a day, it's all in a day All in a day, baby All in a day, all in a day, all in a day  When days are gray it gets a man on his way ",68,273,3.121212121,34,0,0,59,0.649398113
Dedicado a los amantes que se vuelven a encontrar dedicado a los poetas de la libertad y a la luz de una mirada sin maldad  A esos locos soñadores que no dejan de soñar a ese niño que comienza con su madre a andar y a la piel de esa muchacha por amar  ,56,252,3.716981132,10,0,1,51,0.254463666
"Lemme tell ya my story I got a man-sized predicament And it's a big one Goes like this, yeah  My my, ow, yeah!  Never had confession Never had a home Never had no worry Until I met Domino  Ain't the virgin Mary Love her, I confess Got my hesitations 'Cause she kisses like the kiss of death  Loves lots of money Back's against the wall ",70,336,4.107692308,17,0,3,46,0.265861049
"As Abelard said to Eloise ""Don't forget to drop a line to me, please"" As Juliet cried in her Romeo's ear ""Romeo, why not face the fact, my dear""  It was just one of those things Just one of those crazy flings One of those bells that now and then rings It was just one of those things  It was just one of those nights ",68,317,3.846153846,30,0,0,52,0.632080937
"Reel this spool of string Strap the life jacket as tight as can be Oh, we can fish and fry Wave your last goodbye, could you see?  There's too much tobacco spit on these strings  ",38,179,4.057142857,15,0,0,30,0.379523324
"Twerk it to the beat, twerk it ",8,31,3.428571429,4,0,0,6,0.334706549
"O meu coração apaixonado De sofrer vive abafado Sem saber porquê Reclama, coitadinho, ",14,86,5.615384615,0,0,1,9,0.637592629
INSTRUMENTAL,1,12,12,0,0,1,0,0.531722098
"You know, the sun is in your eyes Hurricanes and rains and black and cloudy skies Running up and down that hill You turn it on and off at will There's nothing here to thrill or bring you down  And if you've got no other choice You know you can follow my voice Through the dark turns and noise Of this wicked little town  Oh lady luck has led you here And they're so twisted up they'll twist you up I fear  ",86,406,3.914634146,39,0,1,70,0
"Night is the notion Everything sleeps beneath We are the explosion In which lies the dream Maybe I will, maybe I won't Maybe it dies or maybe baby it don't ",31,156,4.2,11,0,2,22,0.574039754
"Why don't you lead me to that Rock that is higher than I Oh lead me, yes Lord lead me Why don't you lead me to that Rock that is higher than I Thou hast been a shelter for me  ",42,176,3.375,21,0,2,31,0.551109538
Görmedi bu gözlerim seni Sanki yarsın özlerim seni Görmedi bu gözlerim seni Sanki yarsın özlerim seni ,17,102,5.375,0,0,0,12,0.261300285
I've never been this close to Heaven but now I'm walking on sacred ground I didn't know Your touch could save me But look what I've found I dreamt you took me to the river And I woke up baptized in Your light  I'm giving my love to You only ,52,241,3.8,18,0,3,37,0.401486711
"Hey have you heard the news People on the hill changin' all the rules The battle's just begun, stand up and fight  Don't be afraid to say what's on your mind, it's OK Be who you wanna be cause it's your life  We're not the chosen ones but we've got strength in numbers Get up and make some noise, let 'em here your thunder  Chorus: Out on the backstreets, I hear a heartbeat ",77,375,4.095890411,32,0,2,62,0.265861049
"Bones sinking like stones All that we've fought for Homes, places we've grown All of us are done for  We live in a beautiful world Yeah we do, yeah we do We live in a beautiful world  ",40,184,3.918918919,12,0,0,30,0.772906696
"Aujourd'hui j'ai décidé J'ai décidé de ne pas vous tuer Invite ton amant dimanche à diner Dimanche c'est le jour Des frites et du poulet  Tu lui tendras ton pied sous la table dressée Tout au fond du jardin sous notre grand rosier Et tu t'habilleras d'un sourire flambé Dolorosa, Dolorosa, Dolorosa, Dolorosa  Et puis tu iras chercher les frites et le poulet Er avec ton amant de quoi vais-je parler De foot, de poésie, ou bien de son métier Ou peut-etre de toi, Dolorosa Peut-etre de toi, Dolorosa  J'ouvrirai un grand vin tu ouvriras ton corsage Mon regard se perdra au loin presque gêné Il te demandera de rester un peu sage Au creux de ton oreille tout il te promettra Comme j'avais tout promis, Dolorosa, Dolorosa, Dolorosa",132,728,4.627906977,0,0,0,102,0.266955186
"I bleached my hair just like Vince Neil Then you made me cut it like James Hetfield We're gonna put an end to alternative rock We'll find a way to make the Cranberries stop We went to Sears for pictures at Christmas time But they wouldn't let us make the metal sign No they wouldn't let us make the metal sign  I'll bring the wine you bring the bread and cheese It's hard to eat when you're headbanging Makin' out in the middle of the pit How come Slayer doesn't sing about this If anything comes between you and me Then heavy metal heaven, that's where we'll meet ",110,565,4.222222222,39,0,1,87,0
"Dance with me below crystal knives Chandeliers ablaze We'll dance in fear of our own lives That our eyes contain Behind these masks we renegade against the sound We'll let our voices slowly fade and ring out  Crystal chandeliers hang Crystal chandeliers hang Gently swaying with our bodies, fall down ",52,301,5,18,0,0,41,0.53066303
"I'm still in bed with you And i forgive all the things you do Stop for a moment rantin' and ravin' Your demons get me down  What should i do with you? Knock you down, or storm out like a fool? It ain't over until we're sober Stop dissin' me around  You keep naggin' at me night and day I just wanna make it fade away ",69,317,3.772727273,29,0,1,56,0.741913732
I'm goin' down Down down down I'm going down Down down down I've got my big feet on the ground  I'm goin' down Down down down ,28,126,3.807692308,12,0,0,19,0.550326336
"It's crazy but I'm frightened by the sound of the telephone, oh yeah I'm worried that the caller might have awful news, oh my Who knows these days where on earth the money goes, oh yeah No doubt we could put it to a better use, oh my You keep insisting that nobody showed you how to keep relationships, oh yeah Your daddy made a real good try, oh my You said you knew all along we could work it out, oh yeah Do you have to make a fuss everytime we fly Ooh I'm looking for clues I'll have to make an effort now just to be serious, oh yeah Nobody's gonna give you the benefit of the doubt, oh my ",123,594,3.868852459,46,0,0,109,0
See the stars come falling down from the sky Gently passing they kiss your tears that you cry See the wind come softly blow your hair from your face And the rain comes falling down in its crazy ways  Still I'm sad Still I'm sad  For myself my tears just fall in the dust Day will dry them and night will find they're lost ,67,322,4,25,0,0,54,0.751436617
A leaf can cling to a tree for just so long A cloud can only hold just so much rain Even mountains have been known to crumble And a man can only stand just so much pain A man's love can be his greatest weakness wow aint it true And no way a man can be strong When he loves a woman like I love you oh  ,69,301,3.47761194,29,0,4,59,0.401486711
"Gangsta, Gangsta, Gangsta, Gangsta (yeah, who is it) The girls all pause (Roscoe) Dogg Pound (Nate Dogg, Kurupt) DOGG POUND (h.g) Where the gangsta's at? (woof! woof!) (shhhhh) Where the gangsta's at? (check it out)  (Kurupt) When the gangsta's came, see its the same ol' gang Same ol' gangsta gang, its the same old thang Just new days and new ways to twist Its like this, the gangsta's came and the",72,400,4.633802817,18,0,2,51,0.369053603
"I'm layin' down my crown Yes, I'm layin' down my crown Lord, I'm layin' it down And praying let Your will be done Lord, I'm layin' down my crown To let the Kingdom come  'Cause I'm so tired and weary Yes, I'm so tired and weary Lord, I'm weary and hurtin' From the back breakin' burden of my crown ",61,298,4.033898305,19,0,0,41,0.212045405
"The past is behind us; what has been now is gone, But right now is with us, and we must carry on, And, when regret closes in, I don't see what might have been, I see grace, And I know, whatever comes, he'll make a way.  This time - this is what counts, this is what our life is about, This time - no backwards glance, Now is the time, this is our chance.  ",77,356,3.783783784,30,0,3,62,0.281466322
He is sensible and So incredible and All my single friends are jealous He says everything I need to hear  And it's like I couldn't ask for anything better He opens up my door And I get into his car  And he says you look beautiful tonight And I feel perfectly fine But I miss screaming and fighting And kissing in the rain And it's 2 am and I'm cursing your name  You're so in love that you act insane And that's the way I loved you Breakin' down and coming undone It's a roller coaster  Kinda rush ,103,498,4.040816327,31,1,6,73,0
"Silent night, holy night All is calm, all is bright Round yon Virgin Mother and Child Holy Infant so tender and mild Sleep in heavenly peace Sleep in heavenly peace  ",32,166,4.5,8,0,0,20,0.349166902
I got half a smile and zero shame I got a reflection with a different name I got a brand new blues that I can't explain Who did you think I was?  Every mornin' when the day begins I make up my mind and change it back again I am a shifter of the shape I'm in Who did you think I was? ,65,283,3.476190476,23,0,8,51,0.379523324
It's in my face How much I've changed The colors clash Of who I used to be Things are getting weird My thoughts they are changing So get me out of this place Get me out of this place  ,41,184,3.692307692,16,0,1,29,0.187894979
As I look into your eyes I see the sunrise The light behind your face helps me realise  Will we sleep and sometimes love until the moon shines Maybe the next time I'll be yours and maybe you'll be mine  I don't know if it's even in your mind at all It could be me At this moment in time Is it in your mind at all ,70,313,3.641791045,31,0,3,56,0.62793
"They told you in school about freedom But when you try to be free they never let ya They said ""it's easy, nothing to it"" And now the army's out to get ya Sixty nine America in terminal stasis The air's so thick it's like drowning in molasses I'm sick and tired of paying these dues And i'm finally getting hip to the American ruse I learned to say the pledge of allegiance Before they beat me bloody down at the station They haven't got a word out of me since ",92,460,4.054945055,35,0,1,78,0.673836145
Come and see the brilliant light Don't let your emotions mask your sight It's the manifestation of a deeper fight That affects me and you  My optimism was running high A new world order was on my mind But I couldn't believe it when I heard them say They're throwing it away  ,55,275,4.25,19,0,3,42,0.537503904
"There are few who'd deny, at what I do I am the best For my talents are renowned far and wide When it comes to surprises in the moonlit night I excel without ever even trying  With the slightest little effort of my ghostlike charms I have seen grown men give out a shriek With the wave of my hand and a well placed moan I have swept the very bravest off their feet  Yet year after year it's the same routine And I grow so weary of the sound of screams And I Jack the Pumpkin King ",101,480,3.87755102,39,0,7,80,0.253834736
"Aguas claras de Olimpos, que la Diosa guarda los caballos del día, que la Diosa guarda los caballos del día, sudan de golpe frente a mí temblando de carreras temblando de carreras  Sombras inútiles del parque los que llamaba no aparecieron todo gigante muere cansado, de que lo observen los de afuera  Hoy el viento baila así como junto al fuego y los luceros enormes, como junto al fuego los luceros enormes, toda la noche gritarán tentando a la colina tentando a la colina ",87,475,4.630952381,5,0,0,78,0.392008771
Martin  When the moon comes up the sun goes down Rita starts to creep around Gets a flame in her blood fire on her breath Fourteen names notched on her chest She gotta rose tattooed on her thigh Dead men raise and sigh And it drives my young blood wild  My baby's got the Cadillac walk ,59,286,4.071428571,18,0,0,46,0
Farther along we'll know all about it Farther along we'll understand why Cheer up my brothers live in the sunshine We'll understand it all by and by  ,29,150,4.518518519,13,0,0,23,0.265861049
"1, 2, 3 y ARRIBA! Y esta noche que hay para papa! Tienes esa maa de mostrar tanto tu mal humor Y luego pasas hora y media sindecirme que paso Deja que te lleva a donde no se llega tarde nunca Waaah Waaah  ",45,205,3.744186047,4,1,3,33,0.299877488
Perimena me tin psihi Sto stoma gia na 'rthis esi Giortazun oli ma ego Den tha giortaso an de se do Htipa i porta sinehos Ke leo tha rthes eftihos N' anikso treho viastika Plimmirismeni apo hara Ma itan dio pedia ksana ,43,219,4.214285714,5,0,1,33,0.569049035
"It's there in the eyes of the children In the faces smiling in the windows You can come on out, come on open the doors Brush away the tears of freedom  Now we're here, there's no turning back We have each other We have one voice  Hand in hand we will lay the tracks Because the train is coming to carry you home  Come dance with me Come on and dance into the light Everybody dance into the light  There'll be no more hiding in the shadows of fear ",94,447,3.97752809,41,0,0,76,0
"Let's just get married Raise our own family Everyone's so unhappy They follow a heart that's asked from the start To bleed  I cannot wait for I will not wait forever It's such a drag Nobody knows me better I'm heavy like Sunday I wanna be your reason why I'm heavy like Sunday I wanna be your reason why  Let's leave those dark days behind Mistakes are made But our decisions change our design The damage is nearly said and done So let's take the money, yeah Take the money and run  I cannot wait for I will not wait forever It's such a drag Nobody knows me better I'm heavy like Sunday I wanna be your reason why I'm heavy like Sunday I wanna be your alibi  And friends make better lovers 'Cause they look you in the eye And they'll put you in the middle Of a thousand whys  lets just get married raise our own family ",165,819,4.119496855,50,0,8,124,0
"Ah caray!  Tanto tuve que esperar por ti Ya he perdido la nocion del tiempo Pero conquistarte fue mi fin why hoy se hizo realidad mi sueño Era inevitable, que esto iba pasar Tu ya vas cediendo, why yo quiero mas  Coro: Te voy a comer, a besos Te voy a llegar muy dentro Hoy te voy amar muy lento Vivire las fantasias Que soñaba noche why dia con tu cuerpo  ",75,357,3.985915493,7,0,0,59,0.683613541
"Start a riot, slash ya wrists red You want an answer? Do you speak delinquently? Oh yeah Theres a message antagonist You want an answer? I bet you kill someone Oh yeah? ",33,169,4.28125,6,0,1,24,0
"Sweet and lovely sweeter than the roses in May Sweet and lovely heaven must have sent her my way Skies above me never were as blue as her eyes And she loves me, who would want a sweeter surprise  When she nestles in my arms so tenderly There's a thrill that words cannot express ",56,279,4.148148148,23,0,0,47,0.439202489
"Threw out my old raincoat Set sail without a boat For places somewhere far beyond my dreams As the sky came pourin' down I laid down on the ground Like I was dreamin' I let the feelin' wash all over me Rain, rain love (come down, all around me) Rain, rain love (so glad ya finally found me) In time you're gonna recognize ",64,322,4.111111111,16,0,3,52,0.334706549
"(guru) Boom bash dash, I had to break, I had to getaway Packed my bags, to leave for good, it was a monday Kissed my mother, gave my pops a pound Then he hugged me, and then he turned around I threw the duffelbag over my shoulder It was time to get props kid, cause now I'm older Time to fend for myself jack So i'ma go for mine, and maybe never come back Stopped at the lye spot before I hit the train station Needed some boom for the mental relaxation It took the last of my loot to make this move troop But I ain't even tryin to work in a suit Plus my aunt's got a room that's for rent As long as there's no hoes and I don't come home bent So f**k the bullshit I'm audi I'm on a mission, cause if I stay I'll go crazy I'm gonna make it God damnit Out in b-r-double-o-k-lyn, the planet They never fake it just slam it Out in b-r-o-o-k-lyn, the planet  Crash boom bang I used to hang at four corners And all the spots in beantown where niggaz carry burners But I was more turned on by the micraphone So one cold morning, I left home Next I'm smokin blunts on? Or workin in a mail room uptown, feelin sick and Tired, of payin all these f**ked up dues ",236,1151,3.914529915,80,0,10,193,0
Sacred Holy To put it in words To write it down That is walking on hallowed ground I'm a missionary  So here is my confession It's an obsession I'm a firm believer And a warm receiver And I've made my decision This is religion There's no doubt ,49,244,4.170212766,16,0,0,33,0.265861049
"Pull the trigger, break down in a love affair When I said I didn't care, you started searching for tomorrow Pull the trigger, my girl you're running all alone I said I was back home, but I'm far away  And there ain't no point in the words I write There ain't no way to know me But it sure felt right when I saw your eyes But now they feel like, oh yeah they feel like Mondays  And all my senses seem to shine through the day Seem to shine through the day, honey that's okay ",99,474,3.916666667,34,0,6,79,0
"Late at night and I still can’t sleep My body’s tired, but my thoughts are running deep I guess I know just what you’re going through Because I kind of feel the same way too Looking back, there was nothing we could do  It’s not easy what you’re going through You call me up, and I’m still wondering what to do We both admit that it’s gone too far We’re just trying to find out who we are Lonely nights is something that I don’t want to see  ",91,441,3.988636364,36,0,5,73,0.645982704
If travel is searching And home what's been found I'm not stopping  I'm going hunting I'm the hunter I'll bring back the goods But I don't know when ,30,149,4.285714286,7,0,1,20,0.278426361
"You left me, now you come back to me saying it's changed and we're not the same people we once were. And you beg to be back with me, I can't see anything but you. ",36,163,3.657142857,16,0,1,32,0.792042603
"Too long in trouble, I wish it would end. Could we live side by side, could we be friends? We're not all the same, I know this is true. But I am just me, and you are just you.  We tell our own lives, we live all thus. The old dreams don't die, the memories last. But to die for a dream, is such a tragic romance. ",69,313,3.656716418,29,0,3,57,0
"Tumbling curls of green by stainglass streaming light And a yellow coloured lampshade used to keep us up all night And the smile upon her face,  the tears upon your cheek And the night sky on the window Your heart calling out to me.  Come running home again, katie Come running home again Cross my heart and hope to die Shall I cause another tear from your eye  ",72,362,4.279411765,21,0,1,58,0.48456253
This here a message homie to anybody who possibly gon' be in the Club that I'm goin' in tonight homie... You better gon' head & get'cha Shine on before I get to the club dog,35,173,3.971428571,13,0,1,28,0
Bah bah bah bah bah da da da da Bah bah bah da da da Bah bah bah bah bah da da da da Bah bah bah da da da  Welcome friends to Janice's Party The kind that others have tried Smoking is permitted inside  We have faith in Janice's Party With friends who can not sing And I can hear the doorbell ring ,67,297,3.609375,11,0,1,49,0.319565987
I saw the... Death of Neira My heroine is doubt Death of Neira ,14,63,3.846153846,3,0,1,7,0.663373594
"Tout Tout est ici-bas Le fruit d'un ventre rond Plein de vie qui va... Le ventre d'une femme Que l'on aime Que l'on hait Que l'on sème  Mais En silence elles déploient Les ailes du vaisseau Où elles couchent les rois Où ils boivent la sève Qui soulève Leur plus intriguant émoi  Refrain: Toutes les femmes en moi Sont éternelles Enfant d'une étoile Accrochée à un ciel Qui les malmène Et les vénère à la fois  Foi Qui les tue, les bat ",86,435,4.268292683,0,0,0,58,0.450992312
"Como un aguacero (Rompe fuerte sobre mí) Pero a fuego lento (Quema y moja por igual) Ya no sé lo que pensar Si tu recuerdo me hace bien o me hace mal.  Un beso gris, un beso blanco Todo depende del lugar. Que yo me fui, eso está claro Pero tu recuerdo no se va. Siento tus labios en las noches de verano Ahí está, cuidándome en mi soledad Pero a veces me quiere matar.  (Tu recuerdo sigue aquí) Como un aguacero (Rompe fuerte sobre mí) Pero a fuego lento (Quema y moja por igual) Ya no sé lo que pensar ",104,503,3.96039604,13,0,0,82,0.50254434
"Ring around the rosies A pocket full of posies Ashes, ashes We all fall down  Towers tall Stand before me As i leave the hall To heed this call  Hight above Roses climb As eveningis hours die A distant cry  ",44,207,4.1,10,0,2,28,0.601154787
Tu es perdue Plongé dans tes pensées Mais ton cœur te dit C'est une promesse d'amour Ne t'en fout pas La vie est courte tu es si belle Quand je t'ai vu J'ai compris le b.a.-ba Dans tes grands yeux Et je ne comprends pas Pourquoi attendre ,48,238,4.063829787,0,0,0,36,0.583571263
Sandra met Raymond At the race relations Much to the dismay Of her family and friends  The love that we have is so important  ,27,126,4.166666667,10,0,0,18,0
I'll carry the torch - feed off my flame love is the hottest word for me - it knows my name and your spirit cuts through me like a silent sword and leaves it's score inside everytime I take a chance - take it everytime a rule to break - break it everytime I change my mind - change it everytime there's suicide - you know what's on my mind you're everywhere I try to hide I'm threatened by your suicide ,82,403,3.975308642,30,0,3,70,0.533910373
Out on the street for a living Picture's only begun Got you under their thumb  You wanted the best? You got the best! Hit it!  Out on the streets for a living Picture's only begun Your day is sorrow and madness ,44,211,4.097560976,17,0,0,32,0.288237944
"Your love Means so much to me girl And your kiss, oh baby Means so much to me Your touch, your touch Your tender touch  Everytime you leave You leave me wanting Everytime you leave You leave me wanting Everytime you leave You leave me wanting More and more and more and more and more  ",58,285,4.145454545,22,0,0,42,0.447135796
"You're too far to bring you close And too high to see below Just hanging on your daily dose  I know you never needed anyone But the rolling papers for your grass How can you give what you don't have?  You keep on aiming for the top And quit before you sweat a drop Feed your empty brain with your hydroponic pot  Start out playing with yourself You get more fun within your shell Nice to meet you, but I gotta go my way  I'll leave again 'cause I've been waiting in vain But you're so in love with yourself ",105,507,4.03,42,0,2,84,0.488289876
"I don't feel like I know you, flawed in trust and in truth you fake excuse. From the moment that I wake up, you taste the venom in your tea cup  As I look out the window, all I see is a deadly row of eyes, with no colour in their makeup. Many cracks in a mask that hides disgrace.  In the paper there's a headline: ""A vicious cloud weighs the sky down tonight"". They forsee a bloody screaming, in the palms of a man who is seething. ",91,433,3.897727273,35,0,6,77,0.229144104
I gotta find a way to get to you I gtta find a way to break through the wall around you Trying to reach you How do I touch you Anybody would wanna touch you Anybody would wanna touch you Anybody anywhere ever turns you on Has anybody anywhere ever done you wrong So if I can't reach you ,60,287,3.86440678,20,0,4,48,0.653628682
"Don't be scared of anything at all Everything we have is all we need All the spotlights streaming into angry skies Means there's no one watching as we leave  Say the first thing that comes into your head when you see me If it looks like it works and it feels like it works then it works With the sun on your face all these worries will soon disappear Just follow me now, just follow me now ",79,390,4.051948052,38,0,0,69,0.334706549
You make me feel good Like I'll never be You make me feel good It's allright You make me feel good You're my medecine You make me feel good It's allright  ,33,155,3.967741935,6,0,0,22,0.647247127
"13 heures, ou 20 heures Direct live, tout l'monde pleure Et tout l'monde se noie dans la masse Sans qu'aucun rêve ne dépasse Mais qui lève encore les yeux Et qui fait seulm'ent ce qu'il peut  On a perdu le contrôle de la machine Oooh tup tuluptup On a perdu le contrôle de la machine Oooh tup tuluptup On a perdu nos chansons dans la machine Perdu la raison tup tuluptup On a perdu le contrôle... tup tuluptup ",80,410,4.243589744,4,2,0,64,0.598688453
"(intro) I've seen a lot of sad people, seen a lot of strange things, I've seen a lot of bad people, do a lot of bad things  You know I've done some traveling I've done a little bit of this and that You know I've done some wondering But I always come back Ya back  ",58,264,3.763636364,16,0,1,45,0.340922756
"In this perfection I Lament her beauty, Her voice a sour note In this bitter serenade. In this perfection I lament her beauty, Her voice a sour note In this bitter serenade.  And all these WORDS I could have would have should have said Ring out like gunshots across long lost days. If this wasn’t love then what the fuck was I thinking? I would bear my soul Just to bask in your grace And your beauty. Your strength inspires all of my days. I would carry any load Just to bear your cross for one day... ",99,503,4.175257732,32,0,7,76,0
"This is all we do And I'm not supposed to say a word I'm feelin' so abused Feelin' like no one's in my shoes  I gotta get away (x2) I got no more to lose I got no more to pay I gotta get away (x2) There's gotta be a way, Maybe, maybe today  ",57,241,3.425925926,19,0,4,43,0
"Well, there was no reason to believe she'd always be there But if you dont put faith in what you believe in It's getting you nowhere Cos it hurts, you never let go Don't look down, just look up Cos shes always there to behind you, just to remind you  Two hearts, believing in just one mind You know were two hearts believing in just one mind  Cos there's no easy way to, to understand it Theres so much of my life in her, and its like Im blinded ",92,446,3.988764045,36,0,0,78,0.515963631
Lana- Lee Roy Loney  Well down in the holler you can bet your bottom dollar there´s a little one room shack Where it´s always sunny and the leaves are honey she´ll go here on Betty´s back Well every payday and there ain´t no maybe I´m a runnin´ to her door With my pocket´s jinglin´ you can hear me singin´ to the girl I´ve been workin´ for And it´s one two three Lana-Lee The way I love you ya must have put a spell on me ,87,423,3.964705882,31,0,1,70,0
"[Dyme] Why do good girls (what what what) like bad guys?  [DMX] Hey yo Boo, why do (good girls) like bad guys? Knowin that bad guys tell mad lies? (And why do) dog niggaz (want a honey wit class?) (Sometimes you want more than just a honey wit ass)  [DMX] Uh, uh Hey yo, who would ever think that the two would go good Midtown honey, nigga from the hood But knock on wood, I got this bitch (what?) excuse me She don't like to be called a bitch, try not to lose me The rules we go by, where I'm from, she don't know When I say I'm goin around the way, she won't go (Hell no) C'mon baby, you aight with me Tryin to get you, to spend the whole night with me (But I'm a good girl) Uhh, that's why I like her Couldn't treat her like a hoodrat, didn't bite her Turn a church girl to a straight Ruff Ryder Take her to the Ramada make it an all nighter (Oh no, I only go to the Swiss hotel) Fuckin with me? I have you in the back of the Chevelle Like what (what) hittin it raw dogg in the butt You was good this mornin, but tonight you a slut  Chorus: DMX (Dyme)  Why do (good girls) like bad guys Knowin that bad guys tell mad lies? (And why do) dog niggaz (want a honey wit class?) (Sometimes you want more than just a honey wit ass) Hey yo Boo, why do (good girls) like bad guys Knowin that bad guys tell mad lies? (Then why do) dog niggaz (want a honey wit class?) (Sometimes you want more than just a honey wit ass)  [Dyme] Hey yo Boo, I'm diggin you, cause you make me wanna do all them things I was taught I wasn't supposed to I'm secure, keep it tight while you on tour (You fuckin wit a dog!) That's why I'm feelin you more Attractive to me, wit yo' tactics Hit it like AHHH! Make me backflip (You been tryin to act, rich, that's why I taxed you And I just got married) Hell, but I ain't even ask you (I'm just tellin you, cause nowadays, bitches be flippin) One more bitch, I'm skippin (Damn girl, stop trippin) Cause you be actin like (Listen, I ain't always talkin money But I will keep you wit a smile, and walkin funny So what's it gon' be?) Yo, what you mean? (What to do? You want the nigga wit the slacks, or the jeans and the boots? You wanna be safe or be laced, cause you can be replaced) Yeah, you can be erased (Don't get slapped, babyface)  Chorus  [DMX] Man, I got shorty stayin out late (Well I keep him wit a cut and his nails stay clean) At least I get a nut And I got honey rebellin (And I stopped him from sellin) I be gettin away with murder, right? (shit, I ain't tellin)  [Dyme] Why do good girls (what what what) like bad guys?  [DMX] Hey yo Boo, why do (good girls) like bad guys? Knowin that bad guys tell mad lies? (And why do) dog niggaz (want a honey wit class?) (Sometimes you want more than just a honey wit ass)  [DMX] Uh, uh Hey yo, who would ever think that the two would go good Midtown honey, nigga from the hood But knock on wood, I got this bitch (what?) excuse me She don't like to be called a bitch, try not to lose me The rules we go by, where I'm from, she don't know When I say I'm goin around the way, she won't go (Hell no) C'mon baby, you aight with me Tryin to get you, to spend the whole night with me (But I'm a good girl) Uhh, that's why I like her Couldn't treat her like a hoodrat, didn't bite her Turn a church girl to a straight Ruff Ryder Take her to the Ramada make it an all nighter (Oh no, I only go to the Swiss hotel) Fuckin with me? I have you in the back of the Chevelle Like what (what) hittin it raw dogg in the butt ",719,3482,3.903954802,232,0,31,565,0.517657896
"I'm three times seven and I do as I doggone please There ain't no woman this side of heaven gonna get me on my knees I'm three times seven, gals, and that makes twentyone Lord, I just won't tame: I'm gonna be the same 'till I'm three times twen-tyone  I make my living a-loafing' and I ain't never worked a day Working and me just can't agree, I reckon I ain't filled that way I'm a rootin' hootin' rounder, gals, now don't you think I ain't ",88,442,4.127906977,27,0,8,70,0.323112121
"With all of my heart I know I could love you But with all of my soul I'm driftin' away And with all of my mind I know you can save me from myself, and anything else  With all of my strength I wanna reach out for you With every breath, call out your name With every step I just want to turn around and say Make it okay   But I'm so afriad you've forgiven one too mnay times And I'm so afraid to give my heart again ",92,414,3.670454545,36,0,5,71,0.334706549
