SongNumber,SongID,AlbumID,AlbumName,ArtistID,ArtistName,Duration,KeySignature,KeySignatureConfidence,Tempo,TimeSignature,TimeSignatureConfidence,Title,Year,song_hotttnesss,Lyrics
2642,SOAELDS12A8AE47F30,185936,Listen,ARYJ6RP1187B9B3827,Cindy Morgan,210.70322,9,0.519,111.379,4,0.984,Need (LP Version),0,0.411670091,"El era un fabricante de mentiras, el tenia las historias de cartón. Su vida era una fábula de lata, sus ojos eran luces de neón. Y nunca tengas fe, que sus mentiras pueden traer dolor. ...  ******* This Lyrics is NOT for Commercial use ******* (1409617960674)"
2643,SORYDNX12AB0187381,509321,Adios Sui Generis Vol.I,ARPNDSH1187B9B942F,Sui Generis,269.84444,7,0.376,129.761,1,0,Zapando Con La Gente,1975,0.212045405,"I don't want to feel this way and I don't want To pretend that these feelings don't exist But I'm aware yet so afraid That I'll make mistakes I'll always regret  And by the way, would it be okay If we went our separate ways, just to see  I don't want to hide the truth but I can see you Through jaded eyes my faded broken gaze It strays away and I'm afraid ...  ******* This Lyrics is NOT for Commercial use ******* (1409617960674)"
2644,SOUBHGD12A8AE4685D,137777,Sinch,AR3O66A1187FB39519,Sinch,300.72118,2,0,135.895,3,0.97,Plasma (Album Version),2002,0.611214623,"Daddy always told me Money don't mean everything Consider yourself a lucky man You got a guitar and you still can sing As usual my Daddy was right  I got two kids, two cats A good dog and a lucky hat An old house, a fast car But I don't go very far I got a beautiful life and I'm leading a good life  ...  ******* This Lyrics is NOT for Commercial use ******* (1409617960674)"
2645,SOOOUTD12A8C135657,247822,A Good Life,ARZIKR01187B98DF08,Joe Grushecky,231.57506,7,0.156,139.066,4,1,A Good Life,0,0.319565987,"I go to work in my clean shirt I push a pen until half past ten I watch the clock there on the wall Tic toc, why don't you call The boss comes in and walks down the aisles He turns around but he never smiles He watches me just like a hawk And then he says we must talk  You move me, from side to side You move me and it feels so right You move me up and down You move me around and around  ...  ******* This Lyrics is NOT for Commercial use ******* (1409617960674)"
2646,SONLPSN12A8AE4711C,279033,Whenever You Need Somebody,ARWPYQI1187FB4D55A,Rick Astley,225.4624,8,0.011,128.171,4,0.51,You Move Me,1987,0.531983193,"Greed has caused you to become a monster Greed has caused you to become so cold You said you loved him Then you put him away Til death do us part Means nothing to you  Greed has caused you to betray your family Greed had caused you to become so jaded We've got some news for you Every dollar you save Will cushions your pillows in hell  You act like we're blind, deaf and dumb Betrayal has now left us numb We're sorry we can't escape from This choice now we must all succumb  He's been thrown away Left for dead This is the only father we've had Thrown away ...  ******* This Lyrics is NOT for Commercial use ******* (1409617960674)"
2647,SOZWECJ12A6D4F5229,110046,Chimaira,ARDEC2A1187B9A460E,Chimaira,342.36036,7,0.216,93.513,4,0.57,Left For Dead (Album Version),2005,0.612054954,
2648,SOXXGFN12A8C1379A1,249009,"bHattie s Daughter""""",ARF3PG41187FB4B0B4,Dorothy Norwood,287.03302,5,0.701,151.215,3,1,Near The Cross,0,0.358976526,"[Woman:]   Cop it  Object  Put it in the pot  Then rock it  Put it out  Look how I profit  Haters tryna knock it  But I won't stop  Cuz they know I'm about to blow  [Verse 1: Mims]  Yes it's me  The underestimated MC  So, ill with the flow I need a M.D.  Somebody call a doctor  I make 'em all sick when I hop out the phantom of the opera  Oppo-site to what I call a failure  I am the reasons y'all can't look in the mirrors  But don't worry I see shit a lil' clearer  Go ahead and act funny but you ain't stackin' money  And therefore we ain't here for the best  Matta fact, homey I can't hear y'all  I'm deaf  I spit it in sign language, mob language  Keep me around bread like a sandwich  Dammit  The plane done landed  The plan unveiled  Now, gimme some space, I'm outta this world  Some niggas say they just tryna get a nut  That may be true, but, I'm a very big squirrel  Y'all niggas get in some shit and just bail  I'm at the precinct like fuck it it's just bail  Me, I'm a very big deal with some very big work on a very big scale  ...  ******* This Lyrics is NOT for Commercial use ******* (1409617960674)"
2649,SOFNQWZ12A6BD53D1D,72102,Music Is My Savior,ARGK9MB1187FB37402,MIMS,181.28934,11,0.217,105.393,4,0.906,Cop It,2007,0.529730607,INSTRUMENTAL
2650,SOKBJDL12A8C145D66,320271,The Oscillator,AR7PPJV1187FB397CC,The James Taylor Quartet,283.37587,4,0.601,204.791,7,0.552,The Obsession,2003,0.413133229,"Baby I feel good From the moment I arise Feel good from morning Till the end of the day  You and me, we live a life From when we get up Till we go through the night  You and me, we're free, yeah ...  ******* This Lyrics is NOT for Commercial use ******* (1409617960674)"
2651,SOLFNJP12A58A78574,592093,Keep An Eye On The Sky,ARSX6IX1187B9B640C,Big Star,133.45914,2,0.485,144.717,4,0,Till The End Of The Day (Alternate Mix),2009,0.699474325,"I thought I'd begun, to see a change But the more things change, the more they stay the same Back stabbing and name calling, the trademarks of your act You talk and talk of unity, but divide with your attacks  (You say) I'd like to see a change I'd like to see a change I'd like to see a change, but I'm too busy... Tearing everyone down Tearing everyone down Go!  All us kids, we try to make a change Some kids start a band, others start a zine YOU!, no matter what your path ...  ******* This Lyrics is NOT for Commercial use ******* (1409617960674)"
2652,SOQVVEE12AB01843C3,553397,A New Kind of Army,ARUSOMY1187FB4D3B4,Anti-Flag,175.25506,6,0.178,110.134,1,0,Tearing Everyone Down,1998,0.599715015,
2653,SOUNTXT12A8C138FC2,295238,Down With The King,ARX9YIP1187B98A656,RUN-DMC,216.65914,6,0.142,102.176,4,0.783,Can I Get A Witness,1993,0.471578248,I was a stoned drunk silhouette of my past I lost my nerves when he took me on He was this high-healed smooth talking middleclass bastard Who tried to stab me for where I was from And though his words was covered in yesterdays mud The boys around him laugh his way But on the parking lot where I was born He didn't come to play  No he didn't dare to stay  You think you're better than us You think you're better than who You think you're better than Annie's angle You think you're down with the people who laugh when you frown ...  ******* This Lyrics is NOT for Commercial use ******* (1409617960674)
2654,SOYDZUT12A8C13677D,153947,Hurricane Bar,ARR6MOS1187B994C51,Mando Diao,182.282,9,0.384,150.276,4,0.719,"bAnnies Angle""""",2004,0.644220078,
2655,SOJUTVA12A8151E862,273745,The Hit Factory,ARYHTYH11EBCD7C884,The Hit Factory,233.76934,9,1,133.29,4,0,Explode (Instrumental),0,0,
2656,SOVGPMI12AB0183BA2,338275,I Want Your Soul For Christmas,AR2OPWW1187B9A5057,Schoolyard Heroes,103.41832,6,0.32,86.409,1,0,Dreidel_ Dreidel_ Dreidel_ Dreidel!,0,0,
2657,SOPRCGJ12A58A80410,55215,Arturo Sandoval & The Latin Train,ARNITNO1187FB555D3,Arturo Sandoval,315.48036,5,0.169,200.42,1,0.157,Waheera,1995,0.407901717,
2658,SOZMMFV12AB0183F74,662089,Greatest Hits,ARDQO721187FB3C6D9,Rodney O & Joe Cooley,346.22649,6,0.634,118.933,4,1,Supercuts,1995,0.386790177,The brakes are broken And we are no longer in control And they are out of focus And I am here and I am so I see that object that one they left behind It seems so distant wonder why I'm not surprised I wonder why I wonder Why ...  ******* This Lyrics is NOT for Commercial use ******* (1409617960674)
2659,SOWFZZY12A8C142E99,657176,I am_ you are_ he/she/it is,ARPYTUA1257509E91A,Sirka Ragnar,177.94567,7,0.713,160.03,4,0.635,Port now!,2007,0.411622152,
2660,SOMLUAZ12A8C133A5F,146087,Shall We Salsa,AR12MUW1187B9A5DF4,Ricardo Lemvo,292.12689,5,0.685,175.43,4,0.864,Yiri Yiri Bon,1997,0.468333835,
2661,SOJZTXJ12AB01845F,214103,Mambo Diablo,AR02IU11187FB513F2,Tito Puente,295.05261,7,0.444,88.384,4,0.284,China,1972,0.349166902,"Isabel, se quedó sin comer quizas él le dejó un papel escrito con sangre para que ella lea cuando sea grande  Cuentan que una vez en el tren quiso él volver a Isabel pero ya era tarde la habían llevado con su madre (a otra parte) ...  ******* This Lyrics is NOT for Commercial use ******* (1409617960674)"
2662,SONQKDG12A8C130D96,496370,Tres Cosas,AR7DFJP1187B992F13,Juana Molina,262.89587,3,0.235,108.504,4,0.812,Isabel,2004,0.619305881,"Woman, when I saw you comin' Should've started runnin' Evil woman  Woman! I offered to you my soul You ran it over hot coals You evil woman!  Woman, thought you were a blessin' Then I caught you messin' Evil woman  Woman! You ain't got no feelin' You're just a dirty dealin' Yeah!  Evil woman, the Lord's gonna' rack up Evil woman, the Lord's gonna' beckon you Evil woman, can't you see where you're fallin' Evil woman, the devil is a-callin' Evil woman, the Lord's gonna' rack up Evil woman, the Lord's gonna' beckon you Evil woman, can't you see where you're fallin' Evil woman, the devil is a-callin' you  ...  ******* This Lyrics is NOT for Commercial use ******* (1409617960674)"
2663,SODFSTY12A6701E6D3,15791,That Was Only Yesterday - An Introduction To,AR4YY6D1187B9AEC44,Spooky Tooth,545.74975,7,0.407,142.646,4,0.082,Evil Woman,1969,0.773738815,
2664,SOVAVUD12AB01832AE,346332,Prayer,ARGAWJY11F50C50904,Jane Winther,159.84281,11,0.612,0,1,0,Kyrie Eleison,0,0,
2665,SOSFOAC12A58A78544,555842,Call My Name,ARMHR011187B9A62B5,Joe Bataan,199.3922,10,0,104.801,4,0,Keep The Change,2005,0.569275651,
2666,SOHZTFU12A8C144690,526234,Inside Out,AR5EQRI1187FB41287,Kuba,402.65098,5,0.787,168.004,4,0.257,"bWell Learn""""",0,0.560490376,
2667,SOQMDHI12A6D4F98DC,176894,The Duke Of Earl,ARYBUAO1187FB3F4E,Gene Chandler,148.11383,5,0.47,92.293,3,1,Festival Of Love,1994,0.255872668,UnLoco - Reckoning  What's Your Problem? Can I Tell You? Sick Inside Your Mind It's All I See  Now You're Looking Point Your Finger Take A Look At Your Self Not To Point At Me  Seek Your Pride Swallow Your Pride Walk Before Me Trash You Will Be  Life That Hates You Under Grades You Be Pathetic And Lie To Your Skin ...  ******* This Lyrics is NOT for Commercial use ******* (1409617960674)
2668,SOJLUXH12A6D4FD0CE,176415,Healing,ARXHWL31187FB476F4,unloco,205.73995,6,0.492,155.793,4,0.924,Reckoning (Album Version),2001,0.721572661,"Eines Tages reiste eine Riesin voller Schönheit Durch die Wälder Asgards, Gullveig rief man sie. Als sie vor den Toren Valhalls Einlass begehrte,  Öffneten die Asen ihr, voller Sympathie. Gullveigs lächeln hatte Macht ihr Plan war ein gemeiner. Mit der Kraft der Schönheit hat sie Odins Volk getrügt.  Einmal in der Feste luden Odin und die andren Gullveig ein zutrinken, sie nahm an. Als das Fest gefeiert wurde fing sie an zu reden Über Gold und Geld und was man damit alles kann. Viele Asen hörten zu und fingen an zu schmachten,  Wollten Reichtum, stritten dann und schlugen aufeinander ein.  ...  ******* This Lyrics is NOT for Commercial use ******* (1409617960674)"
2669,SOZUCVS12AB0182119,519476,First War Of The World,ARH24021187FB4DEA1,Black Messiah,488.41098,2,0.283,124.037,4,0.497,Gullveig,2009,0.597108796,Formulae ueteres exorsismorum et excommunicationum Strigas et fictos lupos credere  Daemon pellem lupinam In trunco quodam cauae Arboris occultandum  Metamorphoses lycanthropie ...  ******* This Lyrics is NOT for Commercial use ******* (1409617960674)
2670,SOIOCUC12A8C13EDAA,111988,Collection 2,ARA1UU51187FB5A70,The Misfits,133.27628,2,0.293,83.953,1,0,Halloween II,1981,0.737927652,"I see the light in your eyes It's getting dimmer everyday I feel the bitter cut of your tongue, so lacking in it' grace And the sadness on your tattooed face  It seems to me my dear When we are face to face The truth is a rare prey No matter how many tears Are locked up inside you like pounding fear And contrary to desire, like the reverse of me and you Time never comes back And leaves us nothing, nothing left to pursue  (chorus) ...  ******* This Lyrics is NOT for Commercial use ******* (1409617960674)"
2671,SODICKC12AB0186806,468698,My secret life,ARSPQ0H1187B999944,Eric Burdon,232.64608,2,0.92,145.858,4,0.745,Motorcycle girl,2004,0.360370583,"Naquela manhã Eu acordei tarde, de bode Com tudo que sei Acendi uma vela Abri a janela E pasmei  Alguns edifícios explodiam Pessoas corriam Eu disse bom dia E ignorei  Telefonei ...  ******* This Lyrics is NOT for Commercial use ******* (1409617960674)"
2672,SOXIDBV12AAF3B3B76,382369,Olhar Brasileiro,AR0FQ071187B9ACEC0,Eduardo Dusek,160.7571,2,0.523,111.802,3,1,Nostradamus,2000,0.474496576,"Mä katson liekkiin kynttilän ja käsiäni lämmitän Kun sitä tuijottamaan jään sun kasvot edessäni nään  ""Sä et mua enää surra saa sun täytyy elää uskaltaa Ja kääntää sivu seuraavaan oppia luopumaan""  Kun liian nopea on ihmisen lento ...  ******* This Lyrics is NOT for Commercial use ******* (1409617960674)"
2673,SOEUWCB12AB0183A31,390092,Ikuinen Virta,AR4G2AQ1187FB59D5,Indica,210.85995,7,0.422,112.795,4,0.381,Ihmisen Lento,0,0.532482708,
2674,SOOOWUL12AB0182785,548422,Walking In Faith,AR1W3MA1187B99E6D8,Danny Wright,109.03465,0,0.103,108.718,4,0.609,Walking in Faith_ Reprise,0,0,
2675,SOYACRZ12A6D4FA356,216494,The Definitive Collection,AR8AVU31187FB42175,The Robert Cray Band,173.322,1,0.385,127.373,4,0,Bad Influence,1983,0.671108561,"A vos te presto mi corazón llevalo por otros mundos y otras distancias y otros amores llevátelo. A vos te doy mi mejor canción llevala para tu vida para esa herida, para tu boca ...  ******* This Lyrics is NOT for Commercial use ******* (1409617960674)"
2676,SOXZRXO12A8C134918,149708,Mami,ARJRQL51187FB541A,Juan Carlos Baglietto,205.84444,7,0.779,131.724,4,0,Como Boomerang,1986,0,
2677,SOENVPC12A58A771C4,65452,The Dimension Dolls,ARRVGAX1187FB4D745,Little Eva,171.78077,1,0.671,120.026,4,0.55,Up On The Roof (LP Version),0,0.42533988,
2678,SOWLRCG12A6D4F7D25,22465,Word On Tha Streets,AREB22L1187B9A4BCE,Bad Azz,211.30404,10,0.004,86.979,4,0.82,Tha Stand,1998,0,
2679,SOGCGDZ12AB01844CC,393775,The New Rules,ARALUUG1187FB58696,Irma Thomas,173.26975,6,0.304,130.839,1,0.18,I Gave You Everything,0,0.375984302,
2680,SOOHCSN12A8C13F950,120443,"bLaventure Cest Laventure""""",ARYXGST1187B991071,Uman,213.02812,0,0,85.992,4,0.653,"bOn Fait Ce Quon Peut""""",0,0,"Here's a version of tradition you can put in your drawer In the desk where next to your chair's the handle to your door Dismantle the door handle, put the parts into your desk drawer Say some words then make a sign, now open up the drawer: The drawer can't tell you more Than to deal with the door  ...  ******* This Lyrics is NOT for Commercial use ******* (1409617960674)"
2681,SOCZJSH12A6D4F7636,86064,Sometimes,ARMH10M1187FB4184F,fIREHOSE,201.22077,9,0.625,179.008,4,0.42,For The Singer Of R.E.M.,0,0,
2682,SOOVQIU12A6D4FB6C9,55862,Live In Tokyo,AR3THYK1187B999F1F,Jo\xc3\xa3o Gilberto,333.89669,7,0,76.953,5,0.361,Meditacao,0,0.334706549,"Jah is my life and strength and energy Gots to be smart to prevent them from Tumble down on you  Tumble down on you, tumble down on you Tumble, tumble, tumble, tumble, tumble Tumble, tumble, tumble, tumble  People of the world, people of the world Who see I works and know of I People of the world, people of the world Who see I works and know of I  Gots to be smart to prevent them from ...  ******* This Lyrics is NOT for Commercial use ******* (1409617960674)"
2683,SOOREAS12A58A7C580,26734,Jah Kingdom,ARJ2PMY1187FB5B563,Burning Spear,217.93914,8,0.516,101.799,1,0.51,Tumble Down,1991,0.407233015,"You must have been phlegmatic in stature The Gates of Thanos are a spread eagle wide You let the shutters make sackcloth and ashes Out of a blind mans picaresque heart  You take the veil You'll take the dive You take the veil  It's not over till the tremulant sings These ides of march, are they so make believe? How tempts the reverent Slice up and not across  You take the veil You'll take the dive You take the veil  A mass of gallon sloth As fly's have walls for feet A rapturous verbatim Someone said but who's to know And when you find the fringe ...  ******* This Lyrics is NOT for Commercial use ******* (1409617960674)"
2684,SOQVXCF12AF72A419,337526,Deloused in the Comatorium,ARHUC691187B9AD27F,The Mars Volta,521.63873,9,0.446,174.792,5,0.494,Take The Veil Cerpin Taxt,2003,0.824717771,"Here with me and this price you pay Just a wishful dream could be blown away Ask yourself for the awful worse Because what's the use if it's just good luck Good luck  A black cat has crossed my path Tell me what's good luck about that  Hate and greed, swollen and sweet Let's start this misery If that's where you wanna be Fear and love from down or from up above  ...  ******* This Lyrics is NOT for Commercial use ******* (1409617960674)"
2685,SOZFGOG12A58A7F755,479327,Amorica,ARUKN9H1187B9B71C8,The Black Crowes,339.25179,2,0.5,117.706,4,0.87,Ballad In Urgency,1994,0.594079585,"She's a funky feline machine Crazy cat inside your dream She's a honey, she sting like a bee You're the punk and she's the queen She's an angel, she's a dove With a taste for a villain's blood Packin' heat, struttin' on the street Chew you up and make you meat  Sexy feline machine Sexy feline machine Sexy feline machine Sexy feline machine  She's a sexy feline machine She's a sexy feline machine ...  ******* This Lyrics is NOT for Commercial use ******* (1409617960674)"
2686,SOAHYMX12AB0182021,344654,Rooty,ARFSPOV1187B9B2363,Basement Jaxx,161.85424,7,0.057,130.862,7,1,Sfm,2001,0.595478748,
2687,SORQGPC12AB01859EA,470932,Las Vegas Number 1 Producer,ARGKWSI11F50C488CC,Smidi Beats,199.18322,6,0.498,98.128,4,1,All Shook Up,0,0,Miller time at the bar where all the English meet She used to drink in the hills Only now she drinks in the valleys Where every road has a name like Beachwood Avenue or so it seems A Croydon girl could really hope to find a home But with a thousand miles of real estate to choose from You begin to see the value of your freedom... The moon is bright in the haze above old Hollywood And deer look down from the hills And it's three o'clock in the morning Pill in hand you can hear his golden surfer voice ...  ******* This Lyrics is NOT for Commercial use ******* (1409617960674)
2688,SORXYBE12A6310E27A,815,Retrospectacle - The Best Of Thomas Dolby,ARMG34A1187FB548A8,Thomas Dolby,328.72444,11,0.192,88.928,4,0.685,Screen Kiss,1984,0.64745421,"Oh Serena Oh Serena Oh Serena I know what they're saying about you  Oh Serena Oh Serena Oh Serena I know what they're saying about you  They all say it's a resistance They all say that ya didn't listen Well, they all have scars on their eyes, it's true  Night and day is like a haunted replay I know it girl, I'll pray for you ...  ******* This Lyrics is NOT for Commercial use ******* (1409617960674)"
2689,SONWRPE12A58A7B042,205356,The Distillers,ARN2ZKL1187FB3972,The Distillers,152.68526,3,0.252,162.727,4,0.336,Oh Serena,2000,0.767074842,
2690,SOASGOU12A6D4FBAED,57770,Rhino Hi-Five: Bluegrass and Jug Bands,AR3GYKU1187B996AB9,Jim Kweskin,122.33098,4,0,182.773,1,0,"bIf Youre A Viper (LP Version)""""",0,0.257950064,I Want To Have A Party I Want To Have A Party I Want To Have A Party I Want To Have A Party You Cannot Kill The Party You Cannot Kill The Party You Cannot Kill The Party Long Live The Party  I Want To Have A Party I Want To Have A Party I Want To Have A Party I Want To Have A Party You Cannot Kill The Party Cannot Kill The Party Cannot Kill The Party Cannot Kill The Party Long Live The Party  ...  ******* This Lyrics is NOT for Commercial use ******* (1409617960674)
2691,SOIGEWM12AB0184077,337565,The Wolf,ARW2U4O1187FB4408,Andrew W.K.,240.40444,4,0.209,191.144,4,0.474,Long Live The Party,2003,0.635417856,"I put a spell on you 'Cause you're mine You better stop the things you do I ain't lyin', no, I ain't lyin' You know I can't stand it Your runnin' around ...  ******* This Lyrics is NOT for Commercial use ******* (1409617960674)"
2692,SOFOHOB12AB0186C23,705822,A Woman In Love,ARAHQDS1187FB55275,Maysa,313.93914,6,0.651,101.439,3,0.416,I Put A Spell On You,0,0.375984302,I'm tired of feeling you watching me I'm tired of thinking bout what could be I don't think you understand That night wasn't in my plans  Now I know that When I say that When I know that There's a promise on my hands  Cause I'm movin' on With the rest of my life And I'm not sure If I can make things right And it's too late We went a little too far And now I have to live With us broken apart And I'm gonna' give Another man my heart Oh I'm already gone And I'm movin' on  Now that we've run out of time You have to deal with my goodbye Cause when I ...  ******* This Lyrics is NOT for Commercial use ******* (1409617960674)
2693,SOMRPXI12AB018788D,556209,Believe,ARL62M311C8A4213F2,Katie Armiger,204.22485,9,0.388,150.085,4,0.064,Movin On,0,0.427446571,
2694,SOYRUFJ12A81C22C87,230265,What It Be...,ARC2BFH1187B98F3C8,Pete Miser,224.02567,7,0.625,179.965,4,0.066,On The Rhyme (Featuring DJ Pete Miser),0,0.192647712,
2695,SORQCTW12A8C13AB09,102720,Vacuuming The Forest,AR7Q6QB1187B98A864,Amilcar,277.7073,0,0.443,87.882,1,0,L4-L5,0,0,"""Señores y señoras: nosotros tenemos más influencia con sus hijos que tú tiene, pero los queremos. Creado y regado de Los Angeles, Juana's Addicción!""  Here we go! No... No way! No one Gonna stop, Now go!  Save the complaints For a party conversation. The world is loaded, It's lit to pop and nobody is gonna stop...  No one... No one! No way! ...  ******* This Lyrics is NOT for Commercial use ******* (1409617960674)"
2696,SOOJLSM12AB0180267,447827,A Cabinet Of Curiosities,ARQOATR1187B9AE959,"bJanes Addiction""""",240.01261,9,0.675,123.015,4,0.53,Stop! [Demo],0,0.372530039,
2697,SOPPEEZ12A6D4F87B2,34757,Les Ann\xc3\xa9es Chansons,ARJIE2Y1187B994AB7,Line Renaud,140.30322,1,0.171,117.537,3,0.836,Il Y A Des Anges,1994,0,"Er zijn geen nieuwe berichten Er is alleen praat voor de waak Over één of andere dichter Die zijn bronnen nooit vermeldt  En hij treedt in dialoog met een ruimte Als je kan, leg het mij dan eens uit  Sein het door ...  ******* This Lyrics is NOT for Commercial use ******* (1409617960674)"
2698,SOJUBCK12A81C2050,130675,Homo Erectus,ARABTW91187FB3A73,Gorki,209.31873,4,0.238,150.117,4,0.708,Morse,0,0.375984302,
2699,SOMTYWT12A58A75BF7,84423,Hootenanny With The Highwaymen,ARGPFYP1187B98F5C,The Highwaymen,150.85669,7,0.269,181.968,5,0.68,Shaggy Dog Songs,0,0,
2700,SOESCEH12A58A7EC90,487841,Found A Place,AR2S4CA1187B99632E,FFH,277.62893,0,0.915,163.96,4,0.869,Why Do I,2000,0.445454525,And there are those who Hadn't found the speaking so wrong Is it wrong? Of Pavlov lore they ran Rampant through the floors Is this wrong? Feels so wrong Happened on a respirator In the basement Are they gone? Are they gone?  Stung the slang of a gallows bird Rationed a dead letter pure  Track-marked amoeba lands craft Cartwheel of scratches Dress the tapeworm as pet Tentacles smirk please Flinched the cocooned meat Infra-recon forgets  Now there are those who find Comfort in the breathing wrong Is it wrong? ...  ******* This Lyrics is NOT for Commercial use ******* (1409617960674)
2701,SOEIQUY12AF72A086A,337526,Deloused in the Comatorium,ARHUC691187B9AD27F,The Mars Volta,380.42077,6,0.262,158.34,3,0.686,Eriatarka,2003,0.906077741,"Construyó un arca, construyó un arca  Construyó un arca Noé cuando el diluvio Construyó un arca Noé cuando el diluvio Construyó un arca  Construyó un arca Navegó por el mundo Sobre las aguas Navegó por el mundo Sobre las aguas  Navegaremos Y en mi barca de amores Navegaremos Y en mi barca de amores O en mi velero  Desde una zarza, desde una zarza  Desde una zarza A Moisés, Rey de reyes Desde una zarza A Moisés, Rey de reyes ...  ******* This Lyrics is NOT for Commercial use ******* (1409617960674)"
2702,SOBUXON12A8AE493E,279640,Flamenco,ARW1DRV1187FB40261,Rocio Jurado,217.67791,2,0.003,87.533,5,0.115,Noe Cuando El Diluvio (Sevillanas Biblicas),0,0,
2703,SOFTYWI12A8C138BEC,202873,A World Of Difference,ARK6JC91187B9B4B2D,Babbie Mason,210.59873,5,0.589,199.762,1,0,Who In the World (Album Version),0,0,
2704,SOATWYP12AB017B841,436172,Hitman 4 Hire,ARS755J1187B9920C6,Assassin,155.16689,10,0.298,174.005,4,0,Quarter P.O.D.,0,0,"Boom Shika-Boom Shika ba-ka-tu-ka Boom Shika doo-ba-boom-ba-tacka-chooka Boom Shika Boom Boom Chika Ba-koom-ta Shika-ba-ku-ta Brrrr Chika ba-kum-ta Boom Chica brrr brr brrr chi-koom-pa Brrr-cha-kum-ta brr-Chica ba-poom-pa Boom ta-ta boom boom Shi-ka-ti-ka Rra-ka-kack Rra-ka-tu-ka pa-ka-tu-ka  It's been a while since I knew you before Hindsight says I was so much to blame But even then, you possessed so much more I buried my guilt under my fantasies  I never knew what it would do to you, oh my God I dealt a hand and played with fate But I still feel, and I surrender to, your intoxicant  But I want you to really know me But when I try to get into your space  I run into your Firewall Medusas home Built out of hurt and pain  Welcome to the Firewall If I get too close ...  ******* This Lyrics is NOT for Commercial use ******* (1409617960674)"
2705,SOWZREF12A8C13810,292250,Live In London,AROY6XW1187B991121,Steve Vai,363.36281,2,0.434,163.692,4,0.183,Fire,2001,0.47212112,
2706,SOMQBLB12A58A7921E,513122,The Genuine Texas Groover,AR25LGJ1187B9B2492,Doug Sahm,159.42485,5,0.932,104.618,3,1,Sometimes (LP Version),0,0,"I wanna set the world on fire Until it's burning bright for You It's everything that I desire Can I be the one You use?  I, I am small but You, You are big enough I, I am weak but You, You are strong enough to  Take my dreams Come and give them wings Lord with You There's nothing I cannot do Nothing I cannot do  I wanna feed the hungry children And reach across the farthest land And tell the broken there is healing ...  ******* This Lyrics is NOT for Commercial use ******* (1409617960674)"
2707,SOQNPQX12A8C135E46,562015,Set The World On Fire (Premiere Performance Plus Track),AR5LZJD1187FB4C5E5,Britt Nicole,220.36853,4,0.371,120.008,4,1,Set The World On Fire,2007,0.683373248,
2708,SOLBRZV12A8C13177C,284278,Illumination,ARIG6O41187B988BDD,Richard Souther,283.27138,10,0.071,107.005,5,0.602,Red River Falling /O rubor sanguinis,0,0,
2709,SOWHRKI12A8C13CF2A,250765,"bSell Out - Live at Dans Silver Leaf""""",ARCYOHQ1187B9AEACA,Max Stalling,167.65342,7,0.732,190.485,4,1,Girl by the Lake,0,0.237554492,"As a tear fades away And the dawn dries a lover's eyes No more tears, they're all gone Just believe it will always be  My heart in your hand ...  ******* This Lyrics is NOT for Commercial use ******* (1409617960674)"
2710,SOIEKLM12AB01896EC,813893,Le Chat Bleu,AR4NREB1187B9AEDAC,Mink DeVille,173.92281,7,0.401,41.945,4,0.373,Heaven Stood Still,1980,0.503381236,
2711,SOPDUIV12A8C1367B5,259464,You Give Love a Bad Name,ARA7WV51187FB532B0,GG Allin,143.59465,10,0.502,140.97,1,0.371,Garbage Dump,1999,0.38293509,I was alone and content in my world Dancing on air You sent to me a message that said I like your style Will you come to the temple tonight And dance for me there I pledge to you all that you wish The moon and the stars  Lo and beholden Why don't you give it up Lo and beholden Come on you know it's true Lo and beholden Oh I'm beholden to you ...  ******* This Lyrics is NOT for Commercial use ******* (1409617960674)
2712,SOMHYKZ12B34F1F013,296950,Gung Ho,ARXPDRB1187B9AD0B1,Patti Smith,283.19302,2,0.096,97.147,4,0.632,Lo and Beholden,2000,0.680554011,
2713,SORYJIP12A8C139505,258981,The Cutting Edge,ARSDFYB11F50C4F736,The Cutting Edge,481.07057,1,0.07,147.173,4,0.568,Cutting Edge,0,0,
2714,SOVRBKR12A8C133AF2,285407,Home Alone - Soundtrack,ARHKMWZ1187B99C002,Southside Johnny Lyon,160.93995,4,0.353,94.938,3,1,Please Come Home For Christmas**,0,0.327736683,
2715,SOZIIHW12AB0189AFA,768457,In My Hands,AR1XUYS1187B9A44D7,Natalie MacMaster,175.49016,2,0.687,109.097,3,0,"bFather John Macleods Jig""""",1999,0.427446571,
2716,SONSVNR12A8C1405E7,372601,Stars of Radio & Television,ARZJFOF1269FB36799,Frankie Howard,198.73914,8,0.71,165.903,5,0.749,Three Little Fishes,0,0,
2717,SOEOEZA12AB018530E,547009,Freakhouse,ARCPN4U1187B9A94B7,Freakhouse,204.06812,7,0.466,78.019,3,0.984,Submit,0,0,Say Say Say What You Want But Don't Play Games With My Affection Take Take Take What You Need But Don't Leave Me With No Direction All Alone I Sit Home By The Phone Waiting For You Baby Through The Years How Can You Stand To Hear My Pleading For You Dear? You Know I'm Crying Ooh Ooh Ooh Ooh Ooh Now Go Go Go Where You Want ...  ******* This Lyrics is NOT for Commercial use ******* (1409617960674)
